,abiturient_id,spec_id,status,predmet_1,predmet_2,predmet_3,predmet_1_bal,predmet_2_bal,predmet_3_bal,edu_form,fin_type,sum_bal
3224,202101372,3,1,Математика,Информатика и ИКТ,Русский язык,78,85,78,1,2,248
3225,202103009,1,0,Математика,Информатика и ИКТ,Русский язык,72,83,70,1,1,238
3226,202103009,2,0,Математика,Информатика и ИКТ,Русский язык,72,83,70,1,1,238
3227,202103009,3,0,Математика,Информатика и ИКТ,Русский язык,72,83,70,1,1,238
3228,202101426,32,0,Математика,Физика,Русский язык,80,60,72,1,1,200
3229,202103031,11,0,Математика,Физика,Русский язык,33,39,61,1,1,111
3230,202103031,10,0,Математика,Физика,Русский язык,33,39,61,1,1,111
3231,202103031,13,0,Математика,Физика,Русский язык,33,39,61,1,1,111
3232,202103031,31,0,Математика,Физика,Русский язык,33,39,61,1,1,111
3233,202102625,1,0,Математика,Информатика и ИКТ,Русский язык,72,85,94,1,1,242
3234,202102625,2,1,Математика,Информатика и ИКТ,Русский язык,72,85,94,1,1,242
3235,202102625,3,0,Математика,Информатика и ИКТ,Русский язык,72,85,94,1,1,242
3236,202100744,1,0,Математика,Информатика и ИКТ,Русский язык,72,73,71,1,1,218
3237,202100744,2,0,Математика,Информатика и ИКТ,Русский язык,72,73,71,1,1,218
3238,202100744,3,0,Математика,Информатика и ИКТ,Русский язык,72,73,71,1,1,218
3239,202100744,35,1,Математика,Информатика и ИКТ,Русский язык,72,73,71,1,1,218
3240,202100744,36,0,Математика,Информатика и ИКТ,Русский язык,72,73,71,1,1,218
3241,202100744,3,0,Математика,Информатика и ИКТ,Русский язык,72,73,71,1,2,218
3242,202102991,24,0,Математика,Обществознание,Русский язык,33,0,66,3,2,33
3243,202102991,25,0,Математика,Обществознание,Русский язык,33,0,66,3,2,33
3244,202100596,11,0,Математика,Физика,Русский язык,82,59,88,1,1,200
3245,202100596,5,0,Математика,Физика,Русский язык,82,59,88,1,1,200
3246,202100596,9,0,Математика,Физика,Русский язык,82,59,88,1,1,200
3247,202100596,12,0,Математика,Физика,Русский язык,82,59,88,1,1,200
3248,202100596,30,0,Математика,Физика,Русский язык,82,59,88,1,1,200
3249,202103084,26,0,Иностранный язык,Математика,Русский язык,59,45,57,1,2,149
3250,202101364,27,0,Математика,Физика,Русский язык,68,48,82,1,1,164
3251,202101364,33,0,Математика,Физика,Русский язык,68,48,82,1,1,164
3252,202101364,20,0,Математика,Физика,Русский язык,68,48,82,1,1,164
3253,202101364,6,0,Математика,Физика,Русский язык,68,48,82,1,1,164
3254,202101364,34,1,Математика,Физика,Русский язык,68,48,82,1,1,164
3255,202103102,1,0,Математика,Информатика и ИКТ,Русский язык,45,70,80,1,1,185
3256,202103102,2,0,Математика,Информатика и ИКТ,Русский язык,45,70,80,1,1,185
3257,202103102,3,0,Математика,Информатика и ИКТ,Русский язык,45,70,80,1,1,185
3258,202101678,32,1,Математика,Физика,Русский язык,72,68,73,1,1,208
3259,202101124,11,0,Математика,Физика,Русский язык,78,64,78,1,1,206
3260,202101124,13,0,Математика,Физика,Русский язык,78,64,78,1,1,206
3261,202101222,30,0,Математика,Физика,Русский язык,70,58,84,1,1,186
3262,202101222,31,0,Математика,Физика,Русский язык,70,58,84,1,1,186
3263,202101222,9,0,Математика,Физика,Русский язык,70,58,84,1,1,186
3264,202102761,1,0,Математика,Информатика и ИКТ,Русский язык,68,70,86,1,1,208
3265,202102761,2,0,Математика,Информатика и ИКТ,Русский язык,68,70,86,1,1,208
3266,202102761,3,0,Математика,Информатика и ИКТ,Русский язык,68,70,86,1,1,208
3267,202101898,22,0,Математика,Физика,Русский язык,72,48,90,1,1,168
3268,202101898,16,0,Математика,Физика,Русский язык,72,48,90,1,1,168
3269,202101898,18,0,Математика,Физика,Русский язык,72,48,90,1,1,168
3270,202101898,33,0,Математика,Физика,Русский язык,72,48,90,1,1,168
3271,202101898,5,0,Математика,Физика,Русский язык,72,48,90,1,1,168
3272,202100362,15,0,Математика,Физика,Русский язык,68,53,72,1,1,174
3273,202100362,30,0,Математика,Физика,Русский язык,68,53,72,1,1,174
3274,202100362,31,0,Математика,Физика,Русский язык,68,53,72,1,1,174
3275,202100362,18,0,Математика,Физика,Русский язык,68,53,72,1,1,174
3276,202100362,32,0,Математика,Физика,Русский язык,68,53,72,1,1,174
3277,202102928,10,0,Математика,Физика,Русский язык,84,58,90,1,1,200
3278,202102928,18,0,Математика,Физика,Русский язык,84,58,90,1,1,200
3279,202102928,20,0,Математика,Физика,Русский язык,84,58,90,1,1,200
3280,202102928,31,0,Математика,Физика,Русский язык,84,58,90,1,1,200
3281,202102678,38,0,Математика,Биология,Русский язык,39,39,72,1,2,117
3282,202102635,34,0,Математика,Физика,Русский язык,72,57,80,1,1,186
3283,202102635,27,0,Математика,Физика,Русский язык,72,57,80,1,1,186
3284,202102635,20,0,Математика,Физика,Русский язык,72,57,80,1,1,186
3285,202102635,30,1,Математика,Физика,Русский язык,72,57,80,1,1,186
3286,202102635,6,0,Математика,Физика,Русский язык,72,57,80,1,1,186
3287,202102708,10,0,Математика,Физика,Русский язык,80,85,76,1,1,250
3288,202102708,9,0,Математика,Физика,Русский язык,80,85,76,1,1,250
3289,202101924,22,0,Математика,Физика,Русский язык,74,55,67,1,1,184
3290,202101924,33,0,Математика,Физика,Русский язык,74,55,67,1,1,184
3291,202101924,6,0,Математика,Физика,Русский язык,74,55,67,1,1,184
3292,202101924,32,0,Математика,Физика,Русский язык,74,55,67,1,1,184
3293,202101924,18,0,Математика,Физика,Русский язык,74,55,67,1,1,184
3294,202100356,27,0,Математика,Физика,Русский язык,82,66,92,1,1,214
3295,202100356,31,0,Математика,Физика,Русский язык,82,66,92,1,1,214
3296,202100356,22,0,Математика,Физика,Русский язык,82,66,92,1,1,214
3297,202103139,3,0,Математика,Информатика и ИКТ,Русский язык,78,78,88,1,1,234
3298,202103139,1,0,Математика,Информатика и ИКТ,Русский язык,78,78,88,1,1,234
3299,202103139,2,0,Математика,Информатика и ИКТ,Русский язык,78,78,88,1,1,234
3300,202103142,1,0,Математика,Информатика и ИКТ,Русский язык,68,75,67,1,1,218
3301,202103142,2,0,Математика,Информатика и ИКТ,Русский язык,68,75,67,1,1,218
3302,202103142,7,0,Математика,Информатика и ИКТ,Русский язык,68,75,67,1,1,218
3303,202103146,2,0,Математика,Информатика и ИКТ,Русский язык,56,68,90,1,1,192
3304,202103146,7,0,Математика,Информатика и ИКТ,Русский язык,56,68,90,1,1,192
3305,202103146,4,0,Математика,Информатика и ИКТ,Русский язык,56,68,90,1,1,192
3306,202103146,3,0,Математика,Информатика и ИКТ,Русский язык,56,68,90,1,1,192
3307,202103146,36,0,Математика,Информатика и ИКТ,Русский язык,56,68,90,1,1,192
3308,202102828,31,1,Математика,Физика,Русский язык,62,58,90,1,1,178
3309,202102828,15,0,Математика,Физика,Русский язык,62,58,90,1,1,178
3310,202102828,30,0,Математика,Физика,Русский язык,62,58,90,1,1,178
